__builtin_sel
__builtin_sel
__builtin_sel
__builtin_sel
__builtin_fabs
__builtin_fabsf
__builtin_fsqrt
__builtin_sqrt
__builtin_negl
__builtin_addl
__builtin_subl
__builtin_mull
__builtin_bswap16
__builtin_bswap
__builtin_bswap32
__builtin_bswap64
__builtin_clz
__builtin_clzl
__builtin_clzll
__builtin_ctz
__builtin_ctzl
__builtin_ctzll
__builtin_nop
__builtin_unreachable
__readcr8
__int2c
__compcert_i64_umulh
__compcert_i64_smulh
__compcert_i64_sdiv
__compcert_i64_udiv
__compcert_i64_smod
__compcert_i64_umod
__compcert_i64_shl
__compcert_i64_shr
__compcert_i64_sar
__compcert_i64_dtos
__compcert_i64_dtou
__compcert_i64_stod
__compcert_i64_utod
__compcert_i64_stof
__compcert_i64_utof
